Attaching to ozones3-haproxy_om_1, ozones3-haproxy_s3g1_1, ozones3-haproxy_datanode_3, ozones3-haproxy_datanode_2, ozones3-haproxy_scm_1, ozones3-haproxy_s3g2_1, ozones3-haproxy_datanode_1, ozones3-haproxy_s3g3_1, ozones3-haproxy_s3g_1
om_1        | 2019-10-20 12:31:22,451 [main] INFO       - STARTUP_MSG: 
om_1        | /************************************************************
om_1        | STARTUP_MSG: Starting OzoneManager
s3g1_1      | 2019-10-20 12:31:22,299 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
s3g1_1      | 2019-10-20 12:31:22,336 INFO util.log: Logging initialized @1168ms
om_1        | STARTUP_MSG:   host = 8a230d9c49a0/172.18.0.10
s3g1_1      | 2019-10-20 12:31:22,459 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
om_1        | STARTUP_MSG:   args = [--init]
s3g1_1      | 2019-10-20 12:31:22,490 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
scm_1       | 2019-10-20 12:31:21,717 INFO server.StorageContainerManagerStarter: STARTUP_MSG: 
om_1        | STARTUP_MSG:   version = 3.2.0
datanode_2  | 2019-10-20 12:31:21,890 [main] INFO       - STARTUP_MSG: 
s3g1_1      | 2019-10-20 12:31:22,499 INFO http.HttpServer2: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
datanode_3  | 2019-10-20 12:31:22,108 [main] INFO       - STARTUP_MSG: 
scm_1       | /************************************************************
s3g2_1      | 2019-10-20 12:31:22,008 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
