Attaching to ozones3-haproxy_s3g2_1, ozones3-haproxy_s3g_1, ozones3-haproxy_s3g1_1, ozones3-haproxy_om_1, ozones3-haproxy_datanode_2, ozones3-haproxy_scm_1, ozones3-haproxy_datanode_3, ozones3-haproxy_datanode_1, ozones3-haproxy_s3g3_1
s3g2_1      | 2019-10-15 21:23:45,744 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
s3g2_1      | 2019-10-15 21:23:45,796 INFO util.log: Logging initialized @1338ms
s3g2_1      | 2019-10-15 21:23:45,951 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
s3g2_1      | 2019-10-15 21:23:45,992 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
s3g2_1      | 2019-10-15 21:23:46,016 INFO http.HttpServer2: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
s3g2_1      | 2019-10-15 21:23:46,020 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context s3gateway
s3g2_1      | 2019-10-15 21:23:46,020 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
s3g1_1      | 2019-10-15 21:23:45,576 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
s3g2_1      | 2019-10-15 21:23:46,020 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
s3g2_1      | 2019-10-15 21:23:46,043 [main] INFO       - Starting Ozone S3 gateway
datanode_2  | 2019-10-15 21:23:45,962 [main] INFO       - STARTUP_MSG: 
s3g2_1      | 2019-10-15 21:23:46,061 INFO http.HttpServer2: Jetty bound to port 9878
s3g1_1      | 2019-10-15 21:23:45,622 INFO util.log: Logging initialized @1382ms
datanode_2  | /************************************************************
s3g2_1      | 2019-10-15 21:23:46,062 INFO server.Server: jetty-9.3.25.v20180904, build timestamp: 2018-09-04T21:11:46Z, git hash: 3ce520221d0240229c862b122d2b06c12a625732
