Attaching to ozoneperf_freon_1, ozoneperf_om_1, ozoneperf_scm_1, ozoneperf_jaeger_1, ozoneperf_prometheus_1, ozoneperf_datanode_2, ozoneperf_grafana_1, ozoneperf_datanode_3, ozoneperf_datanode_1, ozoneperf_s3g_1
freon_1       | Sleeping for 30 seconds
freon_1       | 2019-10-18 06:41:21,721 [pool-2-thread-4] INFO       - Creating Bucket: vol-9-76327/bucket-86-24213, with Versioning false and Storage Type set to DISK and Encryption set to false 
freon_1       | 2019-10-18 06:41:21,722 [pool-2-thread-3] INFO       - Creating Bucket: vol-0-18134/bucket-87-73351, with Versioning false and Storage Type set to DISK and Encryption set to false 
freon_1       | 2019-10-18 06:41:21,725 [pool-2-thread-1] INFO       - Creating Bucket: vol-1-77359/bucket-87-49176, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,124 INFO impl.LeaderElection: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-LeaderElection78: Election REJECTED; received 2 response(s) [6544e1f6-2e78-4da3-a4bb-982ab35f3636<-4e4899d8-6ad4-46b0-bc30-a4e48861932d#0:FAIL-t97, 6544e1f6-2e78-4da3-a4bb-982ab35f3636<-b382efcb-ed1c-4697-9a18-00a251a28429#0:FAIL-t97] and 0 exception(s); 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E:t97, leader=null, voted=6544e1f6-2e78-4da3-a4bb-982ab35f3636, raftlog=6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-SegmentedRaftLog:OPENED:c-1,f-1,i0, conf=-1: [4e4899d8-6ad4-46b0-bc30-a4e48861932d:172.18.0.5:9858, 6544e1f6-2e78-4da3-a4bb-982ab35f3636:172.18.0.4:9858, b382efcb-ed1c-4697-9a18-00a251a28429:172.18.0.3:9858], old=null
datanode_3    | 2019-10-18 06:41:30,125 INFO impl.RaftServerImpl: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E: changes role from CANDIDATE to FOLLOWER at term 97 for DISCOVERED_A_NEW_TERM
datanode_3    | 2019-10-18 06:41:30,125 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: shutdown LeaderElection
datanode_3    | 2019-10-18 06:41:30,125 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: start FollowerState
datanode_3    | 2019-10-18 06:41:30,309 INFO impl.FollowerState: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-FollowerState: change to CANDIDATE, lastRpcTime:183ms, electionTimeout:182ms
freon_1       | 2019-10-18 06:41:21,725 [pool-2-thread-2] INFO       - Creating Bucket: vol-2-95971/bucket-87-00903, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,309 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: shutdown FollowerState
freon_1       | 2019-10-18 06:41:21,726 [pool-2-thread-10] INFO       - Creating Bucket: vol-3-57842/bucket-87-26111, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,309 INFO impl.RaftServerImpl: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E: changes role from  FOLLOWER to CANDIDATE at term 97 for changeToCandidate
freon_1       | 2019-10-18 06:41:21,727 [pool-2-thread-9] INFO       - Creating Bucket: vol-4-10036/bucket-87-74686, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,309 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: start LeaderElection
freon_1       | 2019-10-18 06:41:21,728 [pool-2-thread-7] INFO       - Creating Bucket: vol-5-44983/bucket-87-82613, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,324 INFO impl.LeaderElection: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-LeaderElection79: begin an election at term 98 for -1: [4e4899d8-6ad4-46b0-bc30-a4e48861932d:172.18.0.5:9858, 6544e1f6-2e78-4da3-a4bb-982ab35f3636:172.18.0.4:9858, b382efcb-ed1c-4697-9a18-00a251a28429:172.18.0.3:9858], old=null
freon_1       | 2019-10-18 06:41:21,729 [pool-2-thread-5] INFO       - Creating Bucket: vol-6-51159/bucket-87-06583, with Versioning false and Storage Type set to DISK and Encryption set to false 
freon_1       | 2019-10-18 06:41:21,730 [pool-2-thread-8] INFO       - Creating Bucket: vol-7-34758/bucket-87-43586, with Versioning false and Storage Type set to DISK and Encryption set to false 
freon_1       | 2019-10-18 06:41:21,731 [pool-2-thread-3] INFO       - Creating Bucket: vol-8-83270/bucket-87-91611, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,342 INFO impl.LeaderElection: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-LeaderElection79: Election REJECTED; received 2 response(s) [6544e1f6-2e78-4da3-a4bb-982ab35f3636<-4e4899d8-6ad4-46b0-bc30-a4e48861932d#0:FAIL-t98, 6544e1f6-2e78-4da3-a4bb-982ab35f3636<-b382efcb-ed1c-4697-9a18-00a251a28429#0:FAIL-t98] and 0 exception(s); 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E:t98, leader=null, voted=6544e1f6-2e78-4da3-a4bb-982ab35f3636, raftlog=6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-SegmentedRaftLog:OPENED:c-1,f-1,i0, conf=-1: [4e4899d8-6ad4-46b0-bc30-a4e48861932d:172.18.0.5:9858, 6544e1f6-2e78-4da3-a4bb-982ab35f3636:172.18.0.4:9858, b382efcb-ed1c-4697-9a18-00a251a28429:172.18.0.3:9858], old=null
datanode_3    | 2019-10-18 06:41:30,342 INFO impl.RaftServerImpl: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E: changes role from CANDIDATE to FOLLOWER at term 98 for DISCOVERED_A_NEW_TERM
datanode_3    | 2019-10-18 06:41:30,342 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: shutdown LeaderElection
freon_1       | 2019-10-18 06:41:21,732 [pool-2-thread-4] INFO       - Creating Bucket: vol-9-76327/bucket-87-46720, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,342 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: start FollowerState
freon_1       | 2019-10-18 06:41:21,734 [pool-2-thread-7] INFO       - Creating Bucket: vol-0-18134/bucket-88-67968, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,425 INFO impl.FollowerState: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-FollowerState: change to CANDIDATE, lastRpcTime:82ms, electionTimeout:82ms
freon_1       | 2019-10-18 06:41:21,736 [pool-2-thread-9] INFO       - Creating Bucket: vol-1-77359/bucket-88-50558, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,425 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: shutdown FollowerState
freon_1       | 2019-10-18 06:41:21,736 [pool-2-thread-5] INFO       - Creating Bucket: vol-2-95971/bucket-88-58850, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,425 INFO impl.RaftServerImpl: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E: changes role from  FOLLOWER to CANDIDATE at term 98 for changeToCandidate
freon_1       | 2019-10-18 06:41:21,738 [pool-2-thread-10] INFO       - Creating Bucket: vol-3-57842/bucket-88-45077, with Versioning false and Storage Type set to DISK and Encryption set to false 
freon_1       | 2019-10-18 06:41:21,738 [pool-2-thread-6] INFO       - Creating Bucket: vol-4-10036/bucket-88-55081, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,425 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: start LeaderElection
freon_1       | 2019-10-18 06:41:21,739 [pool-2-thread-1] INFO       - Creating Bucket: vol-5-44983/bucket-88-87848, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,439 INFO impl.LeaderElection: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-LeaderElection80: begin an election at term 99 for -1: [4e4899d8-6ad4-46b0-bc30-a4e48861932d:172.18.0.5:9858, 6544e1f6-2e78-4da3-a4bb-982ab35f3636:172.18.0.4:9858, b382efcb-ed1c-4697-9a18-00a251a28429:172.18.0.3:9858], old=null
freon_1       | 2019-10-18 06:41:21,741 [pool-2-thread-4] INFO       - Creating Bucket: vol-6-51159/bucket-88-79057, with Versioning false and Storage Type set to DISK and Encryption set to false 
freon_1       | 2019-10-18 06:41:21,741 [pool-2-thread-2] INFO       - Creating Bucket: vol-7-34758/bucket-88-69471, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,467 INFO impl.LeaderElection: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-LeaderElection80: Election REJECTED; received 2 response(s) [6544e1f6-2e78-4da3-a4bb-982ab35f3636<-4e4899d8-6ad4-46b0-bc30-a4e48861932d#0:FAIL-t99, 6544e1f6-2e78-4da3-a4bb-982ab35f3636<-b382efcb-ed1c-4697-9a18-00a251a28429#0:FAIL-t99] and 0 exception(s); 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E:t99, leader=null, voted=6544e1f6-2e78-4da3-a4bb-982ab35f3636, raftlog=6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-SegmentedRaftLog:OPENED:c-1,f-1,i0, conf=-1: [4e4899d8-6ad4-46b0-bc30-a4e48861932d:172.18.0.5:9858, 6544e1f6-2e78-4da3-a4bb-982ab35f3636:172.18.0.4:9858, b382efcb-ed1c-4697-9a18-00a251a28429:172.18.0.3:9858], old=null
freon_1       | 2019-10-18 06:41:21,743 [pool-2-thread-9] INFO       - Creating Bucket: vol-8-83270/bucket-88-63995, with Versioning false and Storage Type set to DISK and Encryption set to false 
freon_1       | 2019-10-18 06:41:21,746 [pool-2-thread-8] INFO       - Creating Bucket: vol-9-76327/bucket-88-50151, with Versioning false and Storage Type set to DISK and Encryption set to false 
freon_1       | 2019-10-18 06:41:21,747 [pool-2-thread-6] INFO       - Creating Bucket: vol-0-18134/bucket-89-65292, with Versioning false and Storage Type set to DISK and Encryption set to false 
freon_1       | 2019-10-18 06:41:21,748 [pool-2-thread-7] INFO       - Creating Bucket: vol-1-77359/bucket-89-78825, with Versioning false and Storage Type set to DISK and Encryption set to false 
freon_1       | 2019-10-18 06:41:21,749 [pool-2-thread-1] INFO       - Creating Bucket: vol-2-95971/bucket-89-07387, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,467 INFO impl.RaftServerImpl: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E: changes role from CANDIDATE to FOLLOWER at term 99 for DISCOVERED_A_NEW_TERM
datanode_3    | 2019-10-18 06:41:30,467 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: shutdown LeaderElection
datanode_3    | 2019-10-18 06:41:30,467 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: start FollowerState
freon_1       | 2019-10-18 06:41:21,751 [pool-2-thread-5] INFO       - Creating Bucket: vol-3-57842/bucket-89-97748, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,578 INFO impl.FollowerState: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-FollowerState: change to CANDIDATE, lastRpcTime:111ms, electionTimeout:111ms
freon_1       | 2019-10-18 06:41:21,752 [pool-2-thread-10] INFO       - Creating Bucket: vol-4-10036/bucket-89-80506, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,578 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: shutdown FollowerState
freon_1       | 2019-10-18 06:41:21,754 [pool-2-thread-9] INFO       - Creating Bucket: vol-5-44983/bucket-89-19728, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,579 INFO impl.RaftServerImpl: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E: changes role from  FOLLOWER to CANDIDATE at term 99 for changeToCandidate
freon_1       | 2019-10-18 06:41:21,754 [pool-2-thread-4] INFO       - Creating Bucket: vol-6-51159/bucket-89-74100, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,579 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: start LeaderElection
freon_1       | 2019-10-18 06:41:21,755 [pool-2-thread-2] INFO       - Creating Bucket: vol-7-34758/bucket-89-83992, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,595 INFO impl.LeaderElection: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-LeaderElection81: begin an election at term 100 for -1: [4e4899d8-6ad4-46b0-bc30-a4e48861932d:172.18.0.5:9858, 6544e1f6-2e78-4da3-a4bb-982ab35f3636:172.18.0.4:9858, b382efcb-ed1c-4697-9a18-00a251a28429:172.18.0.3:9858], old=null
freon_1       | 2019-10-18 06:41:21,756 [pool-2-thread-6] INFO       - Creating Bucket: vol-8-83270/bucket-89-65880, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,615 INFO impl.LeaderElection: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-LeaderElection81: Election REJECTED; received 2 response(s) [6544e1f6-2e78-4da3-a4bb-982ab35f3636<-4e4899d8-6ad4-46b0-bc30-a4e48861932d#0:FAIL-t100, 6544e1f6-2e78-4da3-a4bb-982ab35f3636<-b382efcb-ed1c-4697-9a18-00a251a28429#0:FAIL-t100] and 0 exception(s); 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E:t100, leader=null, voted=6544e1f6-2e78-4da3-a4bb-982ab35f3636, raftlog=6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-SegmentedRaftLog:OPENED:c-1,f-1,i0, conf=-1: [4e4899d8-6ad4-46b0-bc30-a4e48861932d:172.18.0.5:9858, 6544e1f6-2e78-4da3-a4bb-982ab35f3636:172.18.0.4:9858, b382efcb-ed1c-4697-9a18-00a251a28429:172.18.0.3:9858], old=null
freon_1       | 2019-10-18 06:41:21,756 [pool-2-thread-3] INFO       - Creating Bucket: vol-9-76327/bucket-89-94812, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,615 INFO impl.RaftServerImpl: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E: changes role from CANDIDATE to FOLLOWER at term 100 for DISCOVERED_A_NEW_TERM
freon_1       | 2019-10-18 06:41:21,757 [pool-2-thread-1] INFO       - Creating Bucket: vol-0-18134/bucket-90-47011, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,615 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: shutdown LeaderElection
freon_1       | 2019-10-18 06:41:21,759 [pool-2-thread-5] INFO       - Creating Bucket: vol-1-77359/bucket-90-55599, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,615 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: start FollowerState
freon_1       | 2019-10-18 06:41:21,759 [pool-2-thread-8] INFO       - Creating Bucket: vol-2-95971/bucket-90-25711, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,695 INFO impl.FollowerState: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-FollowerState: change to CANDIDATE, lastRpcTime:79ms, electionTimeout:79ms
datanode_3    | 2019-10-18 06:41:30,695 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: shutdown FollowerState
freon_1       | 2019-10-18 06:41:21,760 [pool-2-thread-7] INFO       - Creating Bucket: vol-3-57842/bucket-90-65888, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,695 INFO impl.RaftServerImpl: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E: changes role from  FOLLOWER to CANDIDATE at term 100 for changeToCandidate
freon_1       | 2019-10-18 06:41:21,760 [pool-2-thread-4] INFO       - Creating Bucket: vol-4-10036/bucket-90-61921, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,695 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: start LeaderElection
freon_1       | 2019-10-18 06:41:21,764 [pool-2-thread-1] INFO       - Creating Bucket: vol-5-44983/bucket-90-41649, with Versioning false and Storage Type set to DISK and Encryption set to false 
freon_1       | 2019-10-18 06:41:21,764 [pool-2-thread-2] INFO       - Creating Bucket: vol-6-51159/bucket-90-09639, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,724 INFO impl.LeaderElection: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-LeaderElection82: begin an election at term 101 for -1: [4e4899d8-6ad4-46b0-bc30-a4e48861932d:172.18.0.5:9858, 6544e1f6-2e78-4da3-a4bb-982ab35f3636:172.18.0.4:9858, b382efcb-ed1c-4697-9a18-00a251a28429:172.18.0.3:9858], old=null
freon_1       | 2019-10-18 06:41:21,766 [pool-2-thread-9] INFO       - Creating Bucket: vol-7-34758/bucket-90-64199, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,742 INFO impl.LeaderElection: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-LeaderElection82: Election REJECTED; received 2 response(s) [6544e1f6-2e78-4da3-a4bb-982ab35f3636<-4e4899d8-6ad4-46b0-bc30-a4e48861932d#0:FAIL-t101, 6544e1f6-2e78-4da3-a4bb-982ab35f3636<-b382efcb-ed1c-4697-9a18-00a251a28429#0:FAIL-t101] and 0 exception(s); 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E:t101, leader=null, voted=6544e1f6-2e78-4da3-a4bb-982ab35f3636, raftlog=6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-SegmentedRaftLog:OPENED:c-1,f-1,i0, conf=-1: [4e4899d8-6ad4-46b0-bc30-a4e48861932d:172.18.0.5:9858, 6544e1f6-2e78-4da3-a4bb-982ab35f3636:172.18.0.4:9858, b382efcb-ed1c-4697-9a18-00a251a28429:172.18.0.3:9858], old=null
freon_1       | 2019-10-18 06:41:21,771 [pool-2-thread-3] INFO       - Creating Bucket: vol-8-83270/bucket-90-04800, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,742 INFO impl.RaftServerImpl: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E: changes role from CANDIDATE to FOLLOWER at term 101 for DISCOVERED_A_NEW_TERM
freon_1       | 2019-10-18 06:41:21,771 [pool-2-thread-10] INFO       - Creating Bucket: vol-9-76327/bucket-90-18285, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,742 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: shutdown LeaderElection
freon_1       | 2019-10-18 06:41:21,772 [pool-2-thread-4] INFO       - Creating Bucket: vol-0-18134/bucket-91-09606, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,742 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: start FollowerState
freon_1       | 2019-10-18 06:41:21,772 [pool-2-thread-8] INFO       - Creating Bucket: vol-1-77359/bucket-91-00151, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,920 INFO impl.FollowerState: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-FollowerState: change to CANDIDATE, lastRpcTime:177ms, electionTimeout:177ms
freon_1       | 2019-10-18 06:41:21,772 [pool-2-thread-6] INFO       - Creating Bucket: vol-2-95971/bucket-91-40768, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,920 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: shutdown FollowerState
freon_1       | 2019-10-18 06:41:21,773 [pool-2-thread-2] INFO       - Creating Bucket: vol-3-57842/bucket-91-92488, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,920 INFO impl.RaftServerImpl: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E: changes role from  FOLLOWER to CANDIDATE at term 101 for changeToCandidate
datanode_3    | 2019-10-18 06:41:30,920 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: start LeaderElection
freon_1       | 2019-10-18 06:41:21,774 [pool-2-thread-5] INFO       - Creating Bucket: vol-4-10036/bucket-91-04274, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,926 INFO impl.LeaderElection: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-LeaderElection83: begin an election at term 102 for -1: [4e4899d8-6ad4-46b0-bc30-a4e48861932d:172.18.0.5:9858, 6544e1f6-2e78-4da3-a4bb-982ab35f3636:172.18.0.4:9858, b382efcb-ed1c-4697-9a18-00a251a28429:172.18.0.3:9858], old=null
freon_1       | 2019-10-18 06:41:21,775 [pool-2-thread-9] INFO       - Creating Bucket: vol-5-44983/bucket-91-84296, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,945 INFO impl.LeaderElection: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-LeaderElection83: Election REJECTED; received 2 response(s) [6544e1f6-2e78-4da3-a4bb-982ab35f3636<-4e4899d8-6ad4-46b0-bc30-a4e48861932d#0:FAIL-t102, 6544e1f6-2e78-4da3-a4bb-982ab35f3636<-b382efcb-ed1c-4697-9a18-00a251a28429#0:FAIL-t102] and 0 exception(s); 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E:t102, leader=null, voted=6544e1f6-2e78-4da3-a4bb-982ab35f3636, raftlog=6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-SegmentedRaftLog:OPENED:c-1,f-1,i0, conf=-1: [4e4899d8-6ad4-46b0-bc30-a4e48861932d:172.18.0.5:9858, 6544e1f6-2e78-4da3-a4bb-982ab35f3636:172.18.0.4:9858, b382efcb-ed1c-4697-9a18-00a251a28429:172.18.0.3:9858], old=null
freon_1       | 2019-10-18 06:41:21,777 [pool-2-thread-3] INFO       - Creating Bucket: vol-6-51159/bucket-91-65246, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,945 INFO impl.RaftServerImpl: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E: changes role from CANDIDATE to FOLLOWER at term 102 for DISCOVERED_A_NEW_TERM
freon_1       | 2019-10-18 06:41:21,778 [pool-2-thread-7] INFO       - Creating Bucket: vol-8-83270/bucket-91-89062, with Versioning false and Storage Type set to DISK and Encryption set to false 
freon_1       | 2019-10-18 06:41:21,778 [pool-2-thread-1] INFO       - Creating Bucket: vol-7-34758/bucket-91-58759, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,945 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: shutdown LeaderElection
freon_1       | 2019-10-18 06:41:21,780 [pool-2-thread-4] INFO       - Creating Bucket: vol-9-76327/bucket-91-31602, with Versioning false and Storage Type set to DISK and Encryption set to false 
freon_1       | 2019-10-18 06:41:21,781 [pool-2-thread-10] INFO       - Creating Bucket: vol-0-18134/bucket-92-41892, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:30,945 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: start FollowerState
freon_1       | 2019-10-18 06:41:21,782 [pool-2-thread-2] INFO       - Creating Bucket: vol-1-77359/bucket-92-94973, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:31,097 INFO impl.FollowerState: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-FollowerState: change to CANDIDATE, lastRpcTime:151ms, electionTimeout:151ms
freon_1       | 2019-10-18 06:41:21,782 [pool-2-thread-6] INFO       - Creating Bucket: vol-2-95971/bucket-92-43184, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:31,097 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: shutdown FollowerState
freon_1       | 2019-10-18 06:41:21,784 [pool-2-thread-8] INFO       - Creating Bucket: vol-3-57842/bucket-92-43540, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:31,097 INFO impl.RaftServerImpl: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E: changes role from  FOLLOWER to CANDIDATE at term 102 for changeToCandidate
freon_1       | 2019-10-18 06:41:21,785 [pool-2-thread-5] INFO       - Creating Bucket: vol-4-10036/bucket-92-70584, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:31,098 INFO impl.RoleInfo: 6544e1f6-2e78-4da3-a4bb-982ab35f3636: start LeaderElection
freon_1       | 2019-10-18 06:41:21,788 [pool-2-thread-3] INFO       - Creating Bucket: vol-5-44983/bucket-92-22813, with Versioning false and Storage Type set to DISK and Encryption set to false 
datanode_3    | 2019-10-18 06:41:31,124 INFO impl.LeaderElection: 6544e1f6-2e78-4da3-a4bb-982ab35f3636@group-EA9C8B46B73E-LeaderElection84: begin an election at term 103 for -1: [4e4899d8-6ad4-46b0-bc30-a4e48861932d:172.18.0.5:9858, 6544e1f6-2e78-4da3-a4bb-982ab35f3636:172.18.0.4:9858, b382efcb-ed1c-4697-9a18-00a251a28429:172.18.0.3:9858], old=null
freon_1       | 2019-10-18 06:41:21,789 [pool-2-thread-7] INFO       - Creating Bucket: vol-6-51159/bucket-92-08913, with Versioning false and Storage Type set to DISK and Encryption set to false 
freon_1       | 2019-10-18 06:41:21,789 [pool-2-thread-9] INFO       - Creating Bucket: vol-7-34758/bucket-92-64759, with Versioning false and Storage Type set to DISK and Encryption set to false 
